,loss,accuracy,val_loss,val_accuracy
74,1.30372107,0.341111124,1.340387702,0.346666664
75,1.301730394,0.347777784,1.333576202,0.363333344
76,1.309301615,0.370000005,1.332829952,0.336666673
77,1.288663983,0.371111125,1.330723643,0.363333344
78,1.285806894,0.379999995,1.325917006,0.400000006
79,1.310985565,0.353333324,1.331249595,0.396666676
80,1.30031836,0.366666675,1.332639337,0.383333325
81,1.287970543,0.383333325,1.323360085,0.379999995
82,1.288178444,0.371111125,1.322663426,0.389999986
83,1.288469195,0.375555545,1.325967431,0.386666656
84,1.285396099,0.371111125,1.320951581,0.386666656
85,1.28831625,0.389999986,1.319102764,0.363333344
86,1.289593458,0.375555545,1.322682858,0.349999994
87,1.28123033,0.367777765,1.328229666,0.346666664
88,1.291267037,0.367777765,1.317802787,0.379999995
89,1.29836607,0.376666665,1.33220005,0.356666654
90,1.293395042,0.375555545,1.321992278,0.386666656
91,1.291525364,0.375555545,1.324775815,0.383333325
92,1.289176464,0.394444436,1.325206041,0.373333335
93,1.291260719,0.372222215,1.319077134,0.363333344
94,1.273622394,0.383333325,1.327592611,0.360000014
95,1.291962504,0.378888875,1.324681401,0.386666656
96,1.28363049,0.385555565,1.327316999,0.363333344
97,1.294035912,0.353333324,1.31554389,0.413333327
98,1.297121406,0.366666675,1.329462767,0.389999986
99,1.273397088,0.384444445,1.316230536,0.366666675
100,1.304751754,0.371111125,1.32686317,0.363333344
101,1.26534462,0.387777776,1.317814827,0.356666654
102,1.277125835,0.382222235,1.320585847,0.373333335
103,1.286335468,0.383333325,1.317562819,0.363333344
104,1.28530252,0.381111115,1.323897362,0.363333344
105,1.276228786,0.381111115,1.318904281,0.360000014
106,1.275410175,0.385555565,1.318617225,0.370000005
107,1.282058835,0.381111115,1.325130463,0.383333325
108,1.297047496,0.358888894,1.319948912,0.386666656
109,1.283948898,0.389999986,1.328913927,0.356666654
110,1.279225945,0.381111115,1.325637221,0.376666665
111,1.274484277,0.404444456,1.321437836,0.373333335
112,1.283897996,0.371111125,1.319432497,0.366666675
113,1.264636874,0.384444445,1.322638392,0.363333344
114,1.286287427,0.394444436,1.342445731,0.336666673
115,1.283632159,0.387777776,1.322245121,0.393333346
116,1.269622087,0.402222216,1.324006557,0.370000005
117,1.275537491,0.405555546,1.319543839,0.396666676
AVG,1.315170651,0.352354049,1.340496691,0.350141244
MIN,1.264636874,0.263333321,1.31554389,0.273333341
MAX,1.398510456,0.405555546,1.385133028,0.413333327
